Rank,Time,Name,Country,Date of Birth,Place,City,Date,Gender,Event
277,2:05:27,Jaouad Gharib,MAR,22.05.72,3,London,26.04.2009,Men,Marathon
277,2:05:27,Wilson Chebet,KEN,07.12.85,1,Rotterdam,10.04.2011,Men,Marathon
277,2:05:27,Tilahun Regessa,ETH,18.01.90,3,Chicago,07.10.2012,Men,Marathon
277,2:05:27,Kaan Kigen Özbilen,TUR,15.01.86,2,Rotterdam,07.04.2019,Men,Marathon
277,2:05:27,Abebe Degefa,ETH,20.05.84,5,Valencia,05.12.2021,Men,Marathon
277,2:05:27,Kinde Atanaw,ETH,15.04.93,4,London,02.10.2022,Men,Marathon
277,2:05:27,Amdework Walelegn,ETH,11.03.99,1,Seoul,19.03.2023,Men,Marathon
284,2:05:28,Lemi Berhanu,ETH,13.09.94,1,Dubai,23.01.2015,Men,Marathon
284,2:05:28,Betesfa Getahun,ETH,25.09.98,4,Amsterdam,20.10.2019,Men,Marathon
284,2:05:28,Goitom Kifle,ERI,03.12.93,6,Valencia,05.12.2021,Men,Marathon
284,2:05:28,Kengo Suzuki,JPN,11.06.95,4,Tokyo,06.03.2022,Men,Marathon
288,2:05:29,Haile Gebrselassie,ETH,18.04.73,1,Dubai,16.01.2009,Men,Marathon
288,2:05:29,Shifera Tamru,ETH,01.10.98,1,Seoul,03.11.2019,Men,Marathon
288,2:05:29,Suguru Osako,JPN,23.05.91,4,Tokyo,01.03.2020,Men,Marathon
288,2:05:29,Leul Gebrselassie,ETH,20.09.93,9,Valencia,06.12.2020,Men,Marathon
288,2:05:29,Milkesa Mengesha,ETH,16.04.00,7,Valencia,04.12.2022,Men,Marathon
288,2:05:29,Seifu Tura,ETH,17.06.97,5,Chicago,08.10.2023,Men,Marathon
294,2:05:30,Abderrahim Goumri,MAR,21.05.76,3,London,13.04.2008,Men,Marathon
294,2:05:30,Eliud Kipchoge,KEN,05.11.84,1,Hamburg,21.04.2013,Men,Marathon
294,2:05:30,Evans Chebet,KEN,05.03.88,2,Valencia,19.11.2017,Men,Marathon
294,2:05:30,Dickson Chumba,KEN,27.10.86,1,Tokyo,25.02.2018,Men,Marathon
298,2:05:31,Evans Chebet,KEN,05.03.88,3,Berlin,25.09.2016,Men,Marathon
299,2:05:32,Norbert Kigen,KEN,24.01.93,7,Amsterdam,16.10.2022,Men,Marathon
299,2:05:32,Titus Kibiego,KEN,03.05.96,4,Tokyo,05.03.2023,Men,Marathon
299,2:05:32,Abdi Nageeye,NED,02.03.89,3,Rotterdam,16.04.2023,Men,Marathon
302,2:05:33,Vincent Kipruto,KEN,13.09.87,2,Rotterdam,10.04.2011,Men,Marathon
302,2:05:33,Evans Barkokwet,KEN,05.03.88,2,Seoul,20.03.2016,Men,Marathon
302,2:05:33,Felix Kipchirchir,KEN,07.12.88,1,Daegu,07.04.2019,Men,Marathon
302,2:05:33,Gashau Ayale,ISR,22.08.96,4,Sevilla,19.02.2023,Men,Marathon
306,2:05:34,Ghirmay Ghebreslassie,ERI,14.11.95,3,Sevilla,20.02.2022,Men,Marathon
307,2:05:35,Philimon Kipchumba,KEN,16.10.98,1,Shanghai,26.11.2023,Men,Marathon
308,2:05:36,James Kipsang Kwambai,KEN,28.02.83,2,Berlin,28.09.2008,Men,Marathon
308,2:05:36,Wilson Chebet,KEN,07.12.85,1,Amsterdam,20.10.2013,Men,Marathon
308,2:05:36,Tamirat Tola,ETH,11.08.91,1,Eugene,17.07.2022,Men,Marathon
308,2:05:36,Cameron Levins,CAN,28.03.89,5,Tokyo,05.03.2023,Men,Marathon
312,2:05:37,Moses Mosop,KEN,17.07.85,1,Chicago,09.10.2011,Men,Marathon
312,2:05:37,Wilson Loyanai,KEN,20.11.88,1,Seoul,18.03.2012,Men,Marathon
312,2:05:37,Philemon Rono,KEN,08.02.91,10,Valencia,06.12.2020,Men,Marathon
312,2:05:37,Ronald Korir,KEN,10.04.91,8,Valencia,04.12.2022,Men,Marathon
312,2:05:37,Kaan Kigen Özbilen,TUR,15.01.86,3,Barcelona,19.03.2023,Men,Marathon
317,2:05:38,Khalid Khannouchi,USA,22.12.71,1,London,14.04.2002,Men,Marathon
317,2:05:38,Tilahun Regessa,ETH,18.01.90,1,Rotterdam,14.04.2013,Men,Marathon
317,2:05:38,Deme Tadu Abate,ETH,11.09.97,6,Tokyo,05.03.2023,Men,Marathon
320,2:05:39,Eliud Kiptanui,KEN,06.06.89,1,Praha,09.05.2010,Men,Marathon
320,2:05:39,Mule Wasihun,ETH,20.10.93,4,Amsterdam,15.10.2017,Men,Marathon
320,2:05:39,Mohamed Farah,GBR,23.03.83,5,London,28.04.2019,Men,Marathon
320,2:05:39,Alphonce Felix,TAN,14.02.92,2,Shanghai,26.11.2023,Men,Marathon
324,2:05:40,Huseyidin Mohamed,ETH,11.09.00,8,Valencia,03.12.2023,Men,Marathon
325,2:05:41,Samuel Wanjiru,KEN,10.11.86,1,Chicago,11.10.2009,Men,Marathon
325,2:05:41,Dadi Yami,ETH,02.04.88,6,Dubai,27.01.2012,Men,Marathon
325,2:05:41,Wilson Chebet,KEN,07.12.85,1,Amsterdam,21.10.2012,Men,Marathon
325,2:05:41,Getu Feleke,ETH,28.11.86,1,Wien,13.04.2014,Men,Marathon
325,2:05:41,Shura Kitata Tola,ETH,09.06.96,1,London,04.10.2020,Men,Marathon
325,2:05:41,Laban Korir,KEN,30.12.85,8,Amsterdam,16.10.2022,Men,Marathon
325,2:05:41,Shifera Tamru,ETH,01.10.98,2,Seoul,19.03.2023,Men,Marathon
332,2:05:42,Khalid Khannouchi,MAR,22.12.71,1,Chicago,24.10.1999,Men,Marathon
332,2:05:42,Shami Abdullah,ETH,16.07.84,7,Dubai,27.01.2012,Men,Marathon
332,2:05:42,Deressa Chisma,ETH,21.11.76,8,Dubai,27.01.2012,Men,Marathon
332,2:05:42,Dickson Chumba,KEN,27.10.86,1,Tokyo,23.02.2014,Men,Marathon
332,2:05:42,Emmanuel Saina,KEN,06.09.92,3,Rotterdam,07.04.2019,Men,Marathon
332,2:05:42,Vincent Toroitich,KEN,03.08.90,2,London,04.10.2020,Men,Marathon
332,2:05:42,Abdisa Tola,ETH,03.10.00,1,Dubai,12.02.2023,Men,Marathon
332,2:05:42,Bethwel Kibet,KEN,91,5,Sevilla,19.02.2023,Men,Marathon
332,2:05:42,Josphat Boit,KEN,25.11.95,13,Berlin,24.09.2023,Men,Marathon
332,2:05:42,Solomon Yego,KEN,10.05.87,3,Shanghai,26.11.2023,Men,Marathon
342,2:05:43,Amos Kipruto,KEN,16.09.92,5,Amsterdam,15.10.2017,Men,Marathon
342,2:05:43,Evans Chebet,KEN,05.03.88,4,London,03.10.2021,Men,Marathon
342,2:05:43,Mehdi Frère,FRA,27.07.96,9,Valencia,03.12.2023,Men,Marathon
345,2:05:44,Getu Feleke,ETH,28.11.86,1,Amsterdam,17.10.2010,Men,Marathon
345,2:05:44,Mule Wasihun,ETH,20.10.93,5,Dubai,22.01.2016,Men,Marathon
345,2:05:44,Kenneth Kipkemoi,KEN,02.08.84,1,Rotterdam,08.04.2018,Men,Marathon
345,2:05:44,Philemon Kiplimo,KEN,10.10.98,9,Valencia,04.12.2022,Men,Marathon
345,2:05:44,Deme Tadu Abate,ETH,11.09.97,14,Berlin,24.09.2023,Men,Marathon
350,2:05:45,Martin Lel,KEN,29.10.78,2,London,17.04.2011,Men,Marathon
350,2:05:45,Patrick Makau,KEN,02.03.85,3,London,17.04.2011,Men,Marathon
350,2:05:45,Sammy Kirop Kitwara,KEN,26.11.86,2,Amsterdam,16.10.2016,Men,Marathon
350,2:05:45,Lawrence Cherono,KEN,07.08.88,1,Chicago,13.10.2019,Men,Marathon
350,2:05:45,Sisay Lemma,ETH,12.12.90,3,London,04.10.2020,Men,Marathon
350,2:05:45,Guye Adola,ETH,20.10.90,1,Berlin,26.09.2021,Men,Marathon
350,2:05:45,Andualem Belay,ETH,05.04.92,1,Lisboa,09.10.2022,Men,Marathon
350,2:05:45,Adeledelew Mamo,ETH,21.09.99,9,Amsterdam,16.10.2022,Men,Marathon
350,2:05:45,Leul Gebrselassie,ETH,20.09.93,4,London,23.04.2023,Men,Marathon
359,2:05:46,Dickson Chumba,KEN,27.10.86,1,Eindhoven,14.10.2012,Men,Marathon
359,2:05:46,Dejene Debela,ETH,09.01.95,2,Chicago,13.10.2019,Men,Marathon
359,2:05:46,Dawit Wolde,ETH,19.05.91,4,Rotterdam,16.04.2023,Men,Marathon
359,2:05:46,Gashau Ayale,ISR,22.08.96,10,Valencia,03.12.2023,Men,Marathon
363,2:05:47,Vincent Kipruto,KEN,13.09.87,1,Paris,05.04.2009,Men,Marathon
363,2:05:47,Marius Kimutai,KEN,10.12.92,3,Amsterdam,16.10.2016,Men,Marathon
363,2:05:47,Erick Kiptanui,KEN,19.04.90,1,Ampugnano,11.04.2021,Men,Marathon
363,2:05:47,Enock Onchari,KEN,16.01.99,6,Sevilla,19.02.2023,Men,Marathon
367,2:05:48,Paul Tergat,KEN,17.06.69,2,London,14.04.2002,Men,Marathon
367,2:05:48,Jafred Chirchir,KEN,08.08.83,1,Eindhoven,09.10.2011,Men,Marathon
367,2:05:48,Daniel Wanjiru,KEN,25.05.92,1,London,23.04.2017,Men,Marathon
367,2:05:48,Sondre Nordstad Moen,NOR,12.01.91,1,Fukuoka,03.12.2017,Men,Marathon
367,2:05:48,Asefa Mengistu,ETH,18.01.85,3,Chicago,13.10.2019,Men,Marathon
367,2:05:48,Lemi Berhanu,ETH,13.09.94,5,Amsterdam,15.10.2023,Men,Marathon
367,2:05:48,Tariku Novales,ESP,08.03.98,11,Valencia,03.12.2023,Men,Marathon
374,2:05:49,William Kipsang,KEN,26.06.77,1,Rotterdam,13.04.2008,Men,Marathon
374,2:05:49,Birhanu Girma,ETH,22.11.86,3,Dubai,24.01.2014,Men,Marathon
374,2:05:49,Mark Korir,KEN,10.01.85,1,Paris,12.04.2015,Men,Marathon
377,2:05:50,Evans Rutto,KEN,08.04.78,1,Chicago,12.10.2003,Men,Marathon
377,2:05:50,James Kipsang Kwambai,KEN,28.02.83,1,Seoul,04.11.2012,Men,Marathon
377,2:05:50,Dennis Kimetto,KEN,22.04.84,3,London,26.04.2015,Men,Marathon
377,2:05:50,Shura Kitata Tola,ETH,09.06.96,1,Frankfurt,29.10.2017,Men,Marathon
377,2:05:50,Abera Kuma,ETH,31.08.90,2,Rotterdam,08.04.2018,Men,Marathon
377,2:05:50,Suguru Osako,JPN,23.05.91,3,Chicago,07.10.2018,Men,Marathon
383,2:05:51,Kenenisa Bekele,ETH,13.06.82,4,Chicago,12.10.2014,Men,Marathon
383,2:05:51,Gideon Kipketer,KEN,10.11.92,2,Tokyo,26.02.2017,Men,Marathon
383,2:05:51,Emmanuel Saina,KEN,06.09.92,5,Rotterdam,24.10.2021,Men,Marathon
383,2:05:51,Ichitaka Yamashita,JPN,29.07.97,7,Tokyo,05.03.2023,Men,Marathon
383,2:05:51,Oqbe Ruesom,ERI,01.01.98,4,Barcelona,19.03.2023,Men,Marathon
383,2:05:51,Derseh Kindie,KEN,04.02.99,12,Valencia,03.12.2023,Men,Marathon
390,2:05:52,Robert Kiprono Cheruiyot,KEN,10.08.88,1,Boston,19.04.2010,Men,Marathon
390,2:05:52,Lelisa Desisa Benti,ETH,14.01.90,2,Dubai,23.01.2015,Men,Marathon
390,2:05:52,Stephen Chebogut,KEN,09.01.85,1,Eindhoven,11.10.2015,Men,Marathon
390,2:05:52,Andualem Belay,ETH,05.04.92,1,Lisboa,17.01.2021,Men,Marathon
390,2:05:52,Adugna Takele,ETH,26.02.89,4,Sevilla,20.02.2022,Men,Marathon
390,2:05:52,Girmaw Amare,ISR,26.10.87,13,Valencia,03.12.2023,Men,Marathon
396,2:05:53,Wilson Chebet,KEN,07.12.85,1,Amsterdam,16.10.2011,Men,Marathon
396,2:05:53,Bedan Karoki,KEN,21.08.90,4,Chicago,13.10.2019,Men,Marathon
396,2:05:53,Oqbe Ruesom,ERI,01.01.98,11,Valencia,06.12.2020,Men,Marathon
396,2:05:53,Yihunilign Adane,ETH,29.02.96,1,Barcelona,08.05.2022,Men,Marathon
396,2:05:53,Kenenisa Bekele,ETH,13.06.82,5,London,02.10.2022,Men,Marathon
396,2:05:53,Haftu Teklu,ETH,26.05.95,3,Seoul,19.03.2023,Men,Marathon
396,2:05:53,Kenneth Keter,KEN,04.08.96,4,Shanghai,26.11.2023,Men,Marathon
396,2:05:53,Nicolas Navarro,FRA,12.03.91,14,Valencia,03.12.2023,Men,Marathon
404,2:05:54,Sammy Kirop Kitwara,KEN,26.11.86,4,Chicago,07.10.2012,Men,Marathon
404,2:05:54,Laban Korir,KEN,30.12.85,4,Amsterdam,16.10.2016,Men,Marathon
404,2:05:54,Amos Kipruto,KEN,16.09.92,1,Seoul,19.03.2017,Men,Marathon
404,2:05:54,Kinde Atanaw,ETH,15.04.93,7,Valencia,05.12.2021,Men,Marathon
404,2:05:54,Evans Chebet,KEN,05.03.88,1,Boston,17.04.2023,Men,Marathon
409,2:05:56,Khalid Khannouchi,USA,22.12.71,1,Chicago,13.10.2002,Men,Marathon
409,2:05:56,Haile Gebrselassie,ETH,18.04.73,1,Berlin,24.09.2006,Men,Marathon
409,2:05:56,Abera Kuma,ETH,31.08.90,3,Berlin,28.09.2014,Men,Marathon
409,2:05:56,Kelkile Gezahegn,ETH,01.10.96,3,Rotterdam,08.04.2018,Men,Marathon
413,2:05:57,Tadesse Tola,ETH,31.10.87,2,Tokyo,23.02.2014,Men,Marathon
413,2:05:57,Kenenisa Bekele,ETH,13.06.82,2,London,23.04.2017,Men,Marathon
413,2:05:57,Kenneth Kipkemoi,KEN,02.08.84,4,Chicago,07.10.2018,Men,Marathon
413,2:05:57,Abdi Fufa,ETH,27.09.95,2,Ampugnano,11.04.2021,Men,Marathon
413,2:05:57,Haymanot Alewe,ETH,11.11.97,3,Dubai,12.02.2023,Men,Marathon
413,2:05:57,Justus Kangogo,KEN,10.10.95,15,Berlin,24.09.2023,Men,Marathon
419,2:05:58,Shami Abdullah,ETH,16.07.84,1,Hamburg,29.04.2012,Men,Marathon
419,2:05:58,Deriba Robi,ETH,20.09.90,2,Eindhoven,11.10.2015,Men,Marathon
419,2:05:58,Laban Korir,KEN,30.12.85,4,Rotterdam,08.04.2018,Men,Marathon
419,2:05:58,Gebru Redahgne,ETH,23.03.00,2,Barcelona,08.05.2022,Men,Marathon
419,2:05:58,Mark Korir,KEN,10.01.85,2,Berlin,25.09.2022,Men,Marathon
424,2:05:59,Lelisa Desisa Benti,ETH,14.01.90,1,New York City,04.11.2018,Men,Marathon
424,2:05:59,Kenya Sonata,JPN,30.05.93,8,Tokyo,05.03.2023,Men,Marathon
426,2:06:00,Endeshaw Negesse,ETH,18.03.88,1,Tokyo,22.02.2015,Men,Marathon
426,2:06:00,Mark Kiptoo,KEN,21.06.76,3,Eindhoven,11.10.2015,Men,Marathon
426,2:06:00,Thomas Kiplagat,KEN,01.03.87,1,Seoul,17.03.2019,Men,Marathon
426,2:06:00,Andualem Belay,ETH,05.04.92,1,Lisboa,20.10.2019,Men,Marathon
430,2:06:01,Shura Kitata Tola,ETH,09.06.96,2,New York City,04.11.2018,Men,Marathon
430,2:06:01,Hailemariyam Kiros,ETH,05.02.97,1,Osaka,26.02.2023,Men,Marathon
432,2:06:02,Samuel Ndungu,KEN,04.04.88,2,Lisboa,20.10.2019,Men,Marathon
432,2:06:02,Alemu Bekele,BRN,23.03.90,2,Seoul,03.11.2019,Men,Marathon
434,2:06:03,James Kipsang Kwambai,KEN,28.02.83,2,Seoul,18.03.2012,Men,Marathon
434,2:06:03,Felix Kandie,KEN,10.04.87,2,Seoul,19.03.2017,Men,Marathon
434,2:06:03,Samuel Kosgei,KEN,20.01.86,1,Barcelona,07.11.2021,Men,Marathon
434,2:06:03,Abayneh Degu,ETH,01.12.98,4,Paris,03.04.2022,Men,Marathon
434,2:06:03,Kebede Tulu,ETH,15.09.96,3,Barcelona,08.05.2022,Men,Marathon
434,2:06:03,Victor Kiplangat,UGA,19.11.99,2,Osaka,26.02.2023,Men,Marathon
440,2:06:04,Abderrahim Goumri,MAR,21.05.76,2,Chicago,11.10.2009,Men,Marathon
440,2:06:04,Tsegay Kebede,ETH,15.01.87,1,London,21.04.2013,Men,Marathon
440,2:06:04,Marius Kimutai,BRN,10.12.92,1,Rotterdam,09.04.2017,Men,Marathon
440,2:06:04,Alemu Bekele,BRN,23.03.90,1,Barcelona,10.03.2019,Men,Marathon
440,2:06:04,Fentahun Hunegnaw,ETH,96,5,Amsterdam,20.10.2019,Men,Marathon
440,2:06:04,Mosinet Geremew,ETH,12.02.92,4,London,04.10.2020,Men,Marathon
440,2:06:04,Andualem Belay,ETH,05.04.92,1,Ottawa,29.05.2022,Men,Marathon
440,2:06:04,Gabriel Gerald Geay,TAN,10.09.96,2,Boston,17.04.2023,Men,Marathon
440,2:06:04,Haimro Alame,ISR,08.06.90,15,Valencia,03.12.2023,Men,Marathon
449,2:06:05,Ronaldo da Costa,BRA,07.06.70,1,Berlin,20.09.1998,Men,Marathon
449,2:06:05,Laban Korir,KEN,30.12.85,2,Amsterdam,16.10.2011,Men,Marathon
449,2:06:05,Mark Korir,KEN,10.01.85,3,Seoul,19.03.2017,Men,Marathon
449,2:06:05,Philemon Kacherian,KEN,04.07.92,5,Valencia,01.12.2019,Men,Marathon
449,2:06:05,Kenneth Keter,KEN,04.08.96,8,Amsterdam,17.10.2021,Men,Marathon
449,2:06:05,Abebe Degefa,ETH,20.05.84,5,Hamburg,24.04.2022,Men,Marathon
455,2:06:06,Birhanu Girma,ETH,22.11.86,2,Amsterdam,20.10.2013,Men,Marathon
455,2:06:06,Deriba Robi,ETH,20.09.90,3,Dubai,23.01.2015,Men,Marathon
455,2:06:06,Benson Kipruto,KEN,17.03.91,3,Boston,17.04.2023,Men,Marathon
458,2:06:07,Eric Ndiema,KEN,28.12.92,3,Amsterdam,16.10.2011,Men,Marathon
458,2:06:07,Philip Sanga Kimutai,KEN,10.09.83,4,Frankfurt,30.10.2011,Men,Marathon
458,2:06:07,Ezekiel Chebii,KEN,03.01.91,5,Amsterdam,16.10.2016,Men,Marathon
458,2:06:07,Norbert Kigen,KEN,24.01.93,4,Seoul,19.03.2017,Men,Marathon
458,2:06:07,Galen Rupp,USA,08.05.86,1,Praha,06.05.2018,Men,Marathon
458,2:06:07,Mulugeta Asefa,ETH,12.03.98,7,Sevilla,19.02.2023,Men,Marathon
464,2:06:08,Haile Gebrselassie,ETH,18.04.73,1,Berlin,20.09.2009,Men,Marathon
464,2:06:08,Vincent Kipruto,KEN,13.09.87,3,Chicago,11.10.2009,Men,Marathon
464,2:06:08,Patrick Makau,KEN,02.03.85,1,Frankfurt,28.10.2012,Men,Marathon
464,2:06:08,Bernard Koech,KEN,31.01.88,2,Rotterdam,13.04.2014,Men,Marathon
464,2:06:08,Mule Wasihun,ETH,20.10.93,5,London,04.10.2020,Men,Marathon
464,2:06:08,Mike Kiptum,KEN,14.09.92,4,Barcelona,08.05.2022,Men,Marathon
464,2:06:08,Gebretsadik Adhana,ETH,16.07.92,4,Dubai,12.02.2023,Men,Marathon
471,2:06:09,Haile Gebrselassie,ETH,18.04.73,1,Dubai,22.01.2010,Men,Marathon
471,2:06:09,Mosinet Geremew,ETH,12.02.92,3,Berlin,24.09.2017,Men,Marathon
471,2:06:09,Kelkile Gezahegn,ETH,01.10.96,6,Dubai,25.01.2019,Men,Marathon
471,2:06:09,Gebretsadik Adhana,ETH,16.07.92,1,Ljubljana,23.10.2022,Men,Marathon
471,2:06:09,Goitom Kifle,ERI,03.12.93,10,Valencia,04.12.2022,Men,Marathon
476,2:06:10,Tsegay Kebede,ETH,15.01.87,1,Fukuoka,07.12.2008,Men,Marathon
476,2:06:10,Kaan Kigen Özbilen,TUR,15.01.86,3,Seoul,20.03.2016,Men,Marathon
476,2:06:10,Paul Lonyangata,KEN,12.12.92,1,Paris,09.04.2017,Men,Marathon
476,2:06:10,Birhanu Legesse,ETH,09.11.94,5,London,03.10.2021,Men,Marathon
476,2:06:10,Gabriel Gerald Geay,TAN,10.09.96,8,Valencia,05.12.2021,Men,Marathon
481,2:06:11,Franklin Chepkwony,KEN,15.06.84,2,Eindhoven,14.10.2012,Men,Marathon
481,2:06:11,Wilson Loyanai,KEN,20.11.88,1,Seoul,15.03.2015,Men,Marathon
481,2:06:11,Marius Kipserem,KEN,17.05.88,1,Rotterdam,10.04.2016,Men,Marathon
481,2:06:11,Yuta Shitara,JPN,18.12.91,2,Tokyo,25.02.2018,Men,Marathon
481,2:06:11,Daniel do Nascimento,BRA,28.07.98,9,Valencia,05.12.2021,Men,Marathon
481,2:06:11,Birhanu Legesse,ETH,09.11.94,6,London,02.10.2022,Men,Marathon
481,2:06:11,Brimin Misoi,KEN,89,1,Frankfurt,30.10.2022,Men,Marathon
481,2:06:11,Regasa Chala,ETH,30.04.97,5,Rotterdam,16.04.2023,Men,Marathon
481,2:06:11,Cyrus Mutai,KEN,08.01.93,1,Eindhoven,08.10.2023,Men,Marathon
490,2:06:12,Wilson Chebet,KEN,07.12.85,2,Amsterdam,17.10.2010,Men,Marathon
490,2:06:12,Geoffrey Kamworor,KEN,28.11.92,3,Berlin,30.09.2012,Men,Marathon
490,2:06:12,Elisha Kipchirchir,KEN,12.04.90,2,Seoul,17.03.2019,Men,Marathon
490,2:06:12,Ashenafi Moges,ETH,15.11.94,6,Valencia,01.12.2019,Men,Marathon
490,2:06:12,Seifu Tura,ETH,17.06.97,1,Chicago,10.10.2021,Men,Marathon
490,2:06:12,Shura Kitata Tola,ETH,09.06.96,5,Tokyo,06.03.2022,Men,Marathon
496,2:06:13,Wilson Kiprotich Kebenei,KEN,20.07.80,1,Otsu,07.03.2011,Men,Marathon
496,2:06:13,Abreham Cherkos,ETH,23.09.89,5,Boston,18.04.2011,Men,Marathon
496,2:06:13,Wesley Korir,KEN,15.11.82,5,Chicago,07.10.2012,Men,Marathon
496,2:06:13,John Mwangangi,KEN,01.11.90,1,Valencia,15.11.2015,Men,Marathon
496,2:06:13,Felix Kandie,KEN,10.04.87,4,Berlin,24.09.2017,Men,Marathon
496,2:06:13,Festus Talam,KEN,20.10.94,1,Eindhoven,08.10.2017,Men,Marathon
496,2:06:13,Felix Kirwa,KEN,08.10.95,2,Eindhoven,08.10.2017,Men,Marathon
496,2:06:13,Deme Tadu Abate,ETH,11.09.97,6,Amsterdam,20.10.2019,Men,Marathon
496,2:06:13,Titus Ekiru,KEN,02.01.92,1,Abu Dhabi,26.11.2021,Men,Marathon
496,2:06:13,Suguru Osako,JPN,23.05.91,9,Tokyo,05.03.2023,Men,Marathon
506,2:06:14,Felix Limo,KEN,22.08.80,1,Rotterdam,04.04.2004,Men,Marathon
506,2:06:14,Patrick Makau,KEN,02.03.85,4,Rotterdam,05.04.2009,Men,Marathon
506,2:06:14,Gilbert Kirwa,KEN,20.12.85,1,Frankfurt,25.10.2009,Men,Marathon
506,2:06:14,Vincent Kipruto,KEN,13.09.87,5,Berlin,24.09.2017,Men,Marathon
506,2:06:14,Bashir Abdi,BEL,10.02.89,5,Chicago,13.10.2019,Men,Marathon
506,2:06:14,Bethwel Yegon,KEN,05.01.93,2,Berlin,26.09.2021,Men,Marathon
512,2:06:15,Titus Munji,KEN,20.12.79,3,Berlin,28.09.2003,Men,Marathon
512,2:06:15,Emmanuel Mutai,KEN,12.10.84,4,London,13.04.2008,Men,Marathon
512,2:06:15,Bazu Worku Hayla,ETH,15.09.90,2,Paris,05.04.2009,Men,Marathon
512,2:06:15,Wesley Korir,KEN,15.11.82,2,Chicago,09.10.2011,Men,Marathon
512,2:06:15,Vincent Kipruto,KEN,13.09.87,1,Frankfurt,27.10.2013,Men,Marathon
512,2:06:15,Gideon Kipketer,KEN,10.11.92,4,Amsterdam,21.10.2018,Men,Marathon
512,2:06:15,Olika Adugna,ETH,12.09.99,1,Dubai,24.01.2020,Men,Marathon
512,2:06:15,Bedan Karoki,KEN,21.08.90,5,Tokyo,01.03.2020,Men,Marathon
520,2:06:16,Moses Tanui,KEN,20.08.65,2,Chicago,24.10.1999,Men,Marathon
520,2:06:16,Daniel Njenga,KEN,07.05.76,2,Chicago,13.10.2002,Men,Marathon
520,2:06:16,Toshinari Takaoka,JPN,24.09.70,3,Chicago,13.10.2002,Men,Marathon
520,2:06:16,Evans Rutto,KEN,08.04.78,1,Chicago,10.10.2004,Men,Marathon
520,2:06:16,Mark Kiptoo,KEN,21.06.76,2,Frankfurt,27.10.2013,Men,Marathon
520,2:06:16,Sondre Nordstad Moen,NOR,12.01.91,7,Valencia,01.12.2019,Men,Marathon
526,2:06:17,Ryan Hall,USA,14.10.82,5,London,13.04.2008,Men,Marathon
526,2:06:17,Seboka Tola,ETH,10.11.87,9,Dubai,27.01.2012,Men,Marathon
526,2:06:17,Eric Ndiema,KEN,28.12.92,3,Eindhoven,14.10.2012,Men,Marathon
526,2:06:17,Tamirat Tola,ETH,11.08.91,4,Dubai,24.01.2014,Men,Marathon
526,2:06:17,Yacob Jarso,ETH,05.02.88,1,Seoul,16.03.2014,Men,Marathon
526,2:06:17,Abdi Nageeye,NED,02.03.89,4,Rotterdam,07.04.2019,Men,Marathon
526,2:06:17,Erick Kiptanui,KEN,19.04.90,2,Dubai,24.01.2020,Men,Marathon
533,2:06:18,Paul Tergat,KEN,17.06.69,4,Chicago,13.10.2002,Men,Marathon
533,2:06:18,Evans Rutto,KEN,08.04.78,1,London,18.04.2004,Men,Marathon
533,2:06:18,Gilbert Koech,KEN,06.08.88,1,Amsterdam,18.10.2009,Men,Marathon
533,2:06:18,Dawit Wolde,ETH,19.05.91,1,Praha,05.05.2019,Men,Marathon
533,2:06:18,Ayana Tsedat,ETH,18.02.96,3,Dubai,24.01.2020,Men,Marathon
533,2:06:18,Tesfaye Ambesa,ETH,97,4,Dubai,24.01.2020,Men,Marathon
533,2:06:18,Othmane El Goumri,MAR,28.05.92,3,Ampugnano,11.04.2021,Men,Marathon
533,2:06:18,Martin Kosgei,KEN,21.03.89,3,Hamburg,23.04.2023,Men,Marathon
541,2:06:19,Moses Mosop,KEN,17.07.85,1,Xiamen,03.01.2015,Men,Marathon
541,2:06:19,Bernard Kiprop Kipyego,KEN,16.07.86,1,Amsterdam,18.10.2015,Men,Marathon
541,2:06:19,Alphonce Felix,TAN,14.02.92,3,Osaka,26.02.2023,Men,Marathon
544,2:06:20,Haile Gebrselassie,ETH,18.04.73,1,Amsterdam,16.10.2005,Men,Marathon
544,2:06:20,Herpasa Negasa,ETH,11.09.93,10,Valencia,05.12.2021,Men,Marathon
546,2:06:21,Gebretsadik Adhana,ETH,16.07.92,2,Amsterdam,21.10.2012,Men,Marathon
546,2:06:21,Tilahun Regessa,ETH,18.01.90,1,Eindhoven,12.10.2014,Men,Marathon
546,2:06:21,Lawrence Cherono,KEN,07.08.88,2,Rotterdam,09.04.2017,Men,Marathon
546,2:06:21,Mohamed Farah,GBR,23.03.83,3,London,22.04.2018,Men,Marathon
546,2:06:21,Galen Rupp,USA,08.05.86,5,Chicago,07.10.2018,Men,Marathon
546,2:06:21,Sammy Kirop Kitwara,KEN,26.11.86,7,Valencia,02.12.2018,Men,Marathon
546,2:06:21,Shifera Tamru,ETH,01.10.98,2,Daegu,07.04.2019,Men,Marathon
546,2:06:21,Joel Kimurer,KEN,21.01.88,2,Abu Dhabi,06.12.2019,Men,Marathon
546,2:06:21,Yitayal Atnafu Zerihun,ETH,20.01.93,5,Dubai,24.01.2020,Men,Marathon
555,2:06:22,Bernard Kiprop Kipyego,KEN,16.07.86,1,Amsterdam,19.10.2014,Men,Marathon
